"","ID","fileID","condition","speakerID","Target","Response","autoscore","Response.R","autoscore.R"
"19110","L59","PB_word_ClearMask_tan","ClearMask","PB","tan","tan",1,"",NA
"19111","L59","PB_word_ClearMask_teen","ClearMask","PB","teen","teens",1,"",NA
"19112","L59","PB_word_ClearMask_ten","ClearMask","PB","ten","ten",1,"",NA
"19113","L59","PB_word_ClearMask_tip","ClearMask","PB","tip","tip",1,"",NA
"19114","L59","PB_word_ClearMask_tot","ClearMask","PB","tot","hot",0,"",NA
"19115","L59","PB_word_ClearMask_vat","ClearMask","PB","vat","bat",0,"",NA
"19116","L59","PB_word_ConvMask_back","ConvMask","PB","back","bat",0,"",NA
"19117","L59","PB_word_ConvMask_bag","ConvMask","PB","bag","bag",1,"",NA
"19118","L59","PB_word_ConvMask_bat","ConvMask","PB","bat","fat",0,"",NA
"19119","L59","PB_word_ConvMask_beat","ConvMask","PB","beat","feet",0,"",NA
"19120","L59","PB_word_ConvMask_book","ConvMask","PB","book","book",1,"",NA
"19121","L59","PB_word_ConvMask_boot","ConvMask","PB","boot","boot",1,"",NA
"19122","L59","PB_word_ConvMask_cab","ConvMask","PB","cab","calve",0,"",NA
"19123","L59","PB_word_ConvMask_can","ConvMask","PB","can","can",1,"",NA
"19124","L59","PB_word_ConvMask_cap","ConvMask","PB","cap","cat",0,"",NA
"19125","L59","PB_word_ConvMask_chai","ConvMask","PB","chai","shy",0,"",NA
"19126","L59","PB_word_ConvMask_cheap","ConvMask","PB","cheap","cheap",1,"cheap",1
"19127","L59","PB_word_ConvMask_chip","ConvMask","PB","chip","chip",1,"",NA
"19128","L59","PB_word_ConvMask_dot","ConvMask","PB","dot","dot",1,"",NA
"19129","L59","PB_word_ConvMask_eat","ConvMask","PB","eat","eat",1,"",NA
"19130","L59","PB_word_ConvMask_fat","ConvMask","PB","fat","fat",1,"",NA
"19131","L59","PB_word_ConvMask_feet","ConvMask","PB","feet","feet",1,"",NA
"19132","L59","PB_word_ConvMask_fit","ConvMask","PB","fit","sit",0,"",NA
"19133","L59","PB_word_ConvMask_gap","ConvMask","PB","gap","x",0,"",NA
"19134","L59","PB_word_ConvMask_heat","ConvMask","PB","heat","heat",1,"",NA
"19135","L59","PB_word_ConvMask_hit","ConvMask","PB","hit","hit",1,"",NA
"19136","L59","PB_word_ConvMask_hot","ConvMask","PB","hot","hot",1,"",NA
"19137","L59","PB_word_ConvMask_it","ConvMask","PB","it","it",1,"",NA
"19138","L59","PB_word_ConvMask_keen","ConvMask","PB","keen","keen",1,"",NA
"19139","L59","PB_word_ConvMask_knot","ConvMask","PB","knot","not",1,"",NA
"19140","L59","PB_word_ConvMask_mad","ConvMask","PB","mad","mad",1,"",NA
"19141","L59","PB_word_ConvMask_neat","ConvMask","PB","neat","neat",1,"",NA
"19142","L59","PB_word_ConvMask_pad","ConvMask","PB","pad","has",0,"",NA
"19143","L59","PB_word_ConvMask_pat","ConvMask","PB","pat","hat",0,"",NA
"19144","L59","PB_word_ConvMask_sheep","ConvMask","PB","sheep","sheep",1,"",NA
"19145","L59","PB_word_ConvMask_ship","ConvMask","PB","ship","ship",1,"",NA
"19146","L59","PB_word_ConvMask_shy","ConvMask","PB","shy","shy",1,"",NA
"19147","L59","PB_word_ConvMask_sigh","ConvMask","PB","sigh","sigh",1,"",NA
"19148","L59","PB_word_ConvMask_sip","ConvMask","PB","sip","sip",1,"",NA
"19149","L59","PB_word_ConvMask_tan","ConvMask","PB","tan","tan",1,"",NA
"19150","L59","PB_word_ConvMask_teen","ConvMask","PB","teen","team",0,"",NA
"19151","L59","PB_word_ConvMask_ten","ConvMask","PB","ten","ten",1,"",NA
"19152","L59","PB_word_ConvMask_tip","ConvMask","PB","tip","tip",1,"",NA
"19153","L59","PB_word_ConvMask_tot","ConvMask","PB","tot","taught",1,"",NA
"19154","L59","PB_word_ConvMask_vat","ConvMask","PB","vat","that",0,"",NA
"19155","L59","PB_word_ConvNoMask_back","ConvNoMask","PB","back","fat",0,"",NA
"19156","L59","PB_word_ConvNoMask_bag","ConvNoMask","PB","bag","bag",1,"",NA
"19157","L59","PB_word_ConvNoMask_bat","ConvNoMask","PB","bat","bat",1,"",NA
"19158","L59","PB_word_ConvNoMask_beat","ConvNoMask","PB","beat","beat",1,"",NA
"19159","L59","PB_word_ConvNoMask_book","ConvNoMask","PB","book","book",1,"",NA
"19160","L59","PB_word_ConvNoMask_boot","ConvNoMask","PB","boot","boot",1,"",NA
"19161","L59","PB_word_ConvNoMask_cab","ConvNoMask","PB","cab","have",0,"",NA
"19162","L59","PB_word_ConvNoMask_can","ConvNoMask","PB","can","can",1,"",NA
"19163","L59","PB_word_ConvNoMask_cap","ConvNoMask","PB","cap","cat",0,"",NA
"19164","L59","PB_word_ConvNoMask_chai","ConvNoMask","PB","chai","try",0,"",NA
"19165","L59","PB_word_ConvNoMask_cheap","ConvNoMask","PB","cheap","cheap",1,"",NA
"19166","L59","PB_word_ConvNoMask_chip","ConvNoMask","PB","chip","chip",1,"",NA
"19167","L59","PB_word_ConvNoMask_dot","ConvNoMask","PB","dot","dot",1,"",NA
"19168","L59","PB_word_ConvNoMask_eat","ConvNoMask","PB","eat","eat",1,"",NA
"19169","L59","PB_word_ConvNoMask_fat","ConvNoMask","PB","fat","x",0,"",NA
"19170","L59","PB_word_ConvNoMask_feet","ConvNoMask","PB","feet","feet",1,"",NA
"19171","L59","PB_word_ConvNoMask_fit","ConvNoMask","PB","fit","fit",1,"",NA
"19172","L59","PB_word_ConvNoMask_gap","ConvNoMask","PB","gap","gap",1,"",NA
"19173","L59","PB_word_ConvNoMask_heat","ConvNoMask","PB","heat","heat",1,"",NA
"19174","L59","PB_word_ConvNoMask_hit","ConvNoMask","PB","hit","hit",1,"",NA
"19175","L59","PB_word_ConvNoMask_hot","ConvNoMask","PB","hot","hot",1,"",NA
"19176","L59","PB_word_ConvNoMask_it","ConvNoMask","PB","it","it",1,"",NA
"19177","L59","PB_word_ConvNoMask_keen","ConvNoMask","PB","keen","keen",1,"",NA
"19178","L59","PB_word_ConvNoMask_knot","ConvNoMask","PB","knot","knot",1,"",NA
"19179","L59","PB_word_ConvNoMask_mad","ConvNoMask","PB","mad","mad",1,"",NA
"19180","L59","PB_word_ConvNoMask_neat","ConvNoMask","PB","neat","meat",0,"",NA
"19181","L59","PB_word_ConvNoMask_pad","ConvNoMask","PB","pad","had",0,"",NA
"19182","L59","PB_word_ConvNoMask_pat","ConvNoMask","PB","pat","hat",0,"",NA
"19183","L59","PB_word_ConvNoMask_sheep","ConvNoMask","PB","sheep","sheep",1,"",NA
"19184","L59","PB_word_ConvNoMask_ship","ConvNoMask","PB","ship","ship",1,"",NA
"19185","L59","PB_word_ConvNoMask_shy","ConvNoMask","PB","shy","shy",1,"",NA
"19186","L59","PB_word_ConvNoMask_sigh","ConvNoMask","PB","sigh","sigh",1,"",NA
"19187","L59","PB_word_ConvNoMask_sip","ConvNoMask","PB","sip","sip",1,"",NA
"19188","L59","PB_word_ConvNoMask_tan","ConvNoMask","PB","tan","tan",1,"",NA
"19189","L59","PB_word_ConvNoMask_teen","ConvNoMask","PB","teen","teens",1,"",NA
"19190","L59","PB_word_ConvNoMask_ten","ConvNoMask","PB","ten","ten",1,"",NA
"19191","L59","PB_word_ConvNoMask_tip","ConvNoMask","PB","tip","tip",1,"",NA
"19192","L59","PB_word_ConvNoMask_tot","ConvNoMask","PB","tot","taught",1,"",NA
"19193","L59","PB_word_ConvNoMask_vat","ConvNoMask","PB","vat","x",0,"",NA
"19194","L59","RL_word_ClearMask_back","ClearMask","RL","back","x",0,"",NA
"19195","L59","RL_word_ClearMask_bag","ClearMask","RL","bag","bag",1,"",NA
"19196","L59","RL_word_ClearMask_bat","ClearMask","RL","bat","that",0,"",NA
"19197","L59","RL_word_ClearMask_beat","ClearMask","RL","beat","feet",0,"",NA
"19198","L59","RL_word_ClearMask_book","ClearMask","RL","book","book",1,"",NA
"19199","L59","RL_word_ClearMask_boot","ClearMask","RL","boot","food",0,"",NA
"19200","L59","RL_word_ClearMask_cab","ClearMask","RL","cab","x",0,"",NA
"19201","L59","RL_word_ClearMask_can","ClearMask","RL","can","can",1,"",NA
"19202","L59","RL_word_ClearMask_cap","ClearMask","RL","cap","cap",1,"",NA
"19203","L59","RL_word_ClearMask_chai","ClearMask","RL","chai","shy",0,"",NA
"19204","L59","RL_word_ClearMask_cheap","ClearMask","RL","cheap","cheap",1,"cheap",1
"19205","L59","RL_word_ClearMask_chip","ClearMask","RL","chip","chick",0,"",NA
"19206","L59","RL_word_ClearMask_dot","ClearMask","RL","dot","thought",0,"",NA
"19207","L59","RL_word_ClearMask_eat","ClearMask","RL","eat","eat",1,"",NA
"19208","L59","RL_word_ClearMask_fat","ClearMask","RL","fat","that",0,"",NA
"19209","L59","RL_word_ClearMask_feet","ClearMask","RL","feet","feet",1,"",NA
"19210","L59","RL_word_ClearMask_fit","ClearMask","RL","fit","fit",1,"",NA
"19211","L59","RL_word_ClearMask_gap","ClearMask","RL","gap","gap",1,"",NA
"19212","L59","RL_word_ClearMask_heat","ClearMask","RL","heat","that",0,"",NA
"19213","L59","RL_word_ClearMask_hit","ClearMask","RL","hit","hit",1,"",NA
"19214","L59","RL_word_ClearMask_hot","ClearMask","RL","hot","x",0,"",NA
"19215","L59","RL_word_ClearMask_it","ClearMask","RL","it","it",1,"",NA
"19216","L59","RL_word_ClearMask_keen","ClearMask","RL","keen","keen",1,"",NA
"19217","L59","RL_word_ClearMask_knot","ClearMask","RL","knot","not",1,"",NA
"19218","L59","RL_word_ClearMask_mad","ClearMask","RL","mad","x",0,"",NA
"19219","L59","RL_word_ClearMask_neat","ClearMask","RL","neat","neat",1,"",NA
"19220","L59","RL_word_ClearMask_pad","ClearMask","RL","pad","x",0,"",NA
"19221","L59","RL_word_ClearMask_pat","ClearMask","RL","pat","pat",1,"",NA
"19222","L59","RL_word_ClearMask_sheep","ClearMask","RL","sheep","cheap",0,"",NA
"19223","L59","RL_word_ClearMask_ship","ClearMask","RL","ship","ship",1,"",NA
"19224","L59","RL_word_ClearMask_shy","ClearMask","RL","shy","shy",1,"",NA
"19225","L59","RL_word_ClearMask_sigh","ClearMask","RL","sigh","sigh",1,"",NA
"19226","L59","RL_word_ClearMask_sip","ClearMask","RL","sip","sip",1,"",NA
"19227","L59","RL_word_ClearMask_tan","ClearMask","RL","tan","tan",1,"",NA
"19228","L59","RL_word_ClearMask_teen","ClearMask","RL","teen","teen",1,"",NA
"19229","L59","RL_word_ClearMask_ten","ClearMask","RL","ten","ten",1,"",NA
"19230","L59","RL_word_ClearMask_tip","ClearMask","RL","tip","tip",1,"",NA
"19231","L59","RL_word_ClearMask_tot","ClearMask","RL","tot","hot",0,"",NA
"19232","L59","RL_word_ClearMask_vat","ClearMask","RL","vat","that",0,"",NA
"19233","L59","RL_word_ConvMask_back","ConvMask","RL","back","back",1,"",NA
"19234","L59","RL_word_ConvMask_bag","ConvMask","RL","bag","gag",0,"",NA
"19235","L59","RL_word_ConvMask_bat","ConvMask","RL","bat","that",0,"",NA
"19236","L59","RL_word_ConvMask_beat","ConvMask","RL","beat","eat",0,"",NA
"19237","L59","RL_word_ConvMask_book","ConvMask","RL","book","book",1,"",NA
"19238","L59","RL_word_ConvMask_boot","ConvMask","RL","boot","boot",1,"",NA
"19239","L59","RL_word_ConvMask_cab","ConvMask","RL","cab","cab",1,"",NA
"19240","L59","RL_word_ConvMask_can","ConvMask","RL","can","can",1,"",NA
"19241","L59","RL_word_ConvMask_cap","ConvMask","RL","cap","cat",0,"",NA
"19242","L59","RL_word_ConvMask_chai","ConvMask","RL","chai","tie",0,"",NA
"19243","L59","RL_word_ConvMask_cheap","ConvMask","RL","cheap","cheap",1,"",NA
"19244","L59","RL_word_ConvMask_chip","ConvMask","RL","chip","chip",1,"",NA
"19245","L59","RL_word_ConvMask_dot","ConvMask","RL","dot","x",0,"",NA
"19246","L59","RL_word_ConvMask_eat","ConvMask","RL","eat","eat",1,"",NA
"19247","L59","RL_word_ConvMask_fat","ConvMask","RL","fat","that",0,"",NA
"19248","L59","RL_word_ConvMask_feet","ConvMask","RL","feet","feet",1,"",NA
"19249","L59","RL_word_ConvMask_fit","ConvMask","RL","fit","fit",1,"",NA
"19250","L59","RL_word_ConvMask_gap","ConvMask","RL","gap","gap",1,"",NA
"19251","L59","RL_word_ConvMask_heat","ConvMask","RL","heat","eat",0,"",NA
"19252","L59","RL_word_ConvMask_hit","ConvMask","RL","hit","hit",1,"",NA
"19253","L59","RL_word_ConvMask_hot","ConvMask","RL","hot","hot",1,"",NA
"19254","L59","RL_word_ConvMask_it","ConvMask","RL","it","it",1,"",NA
"19255","L59","RL_word_ConvMask_keen","ConvMask","RL","keen","x",0,"",NA
"19256","L59","RL_word_ConvMask_knot","ConvMask","RL","knot","not",1,"",NA
"19257","L59","RL_word_ConvMask_mad","ConvMask","RL","mad","mad",1,"",NA
"19258","L59","RL_word_ConvMask_neat","ConvMask","RL","neat","neat",1,"",NA
"19259","L59","RL_word_ConvMask_pad","ConvMask","RL","pad","cat",0,"",NA
"19260","L59","RL_word_ConvMask_pat","ConvMask","RL","pat","back",0,"",NA
"19261","L59","RL_word_ConvMask_sheep","ConvMask","RL","sheep","cheap",0,"",NA
"19262","L59","RL_word_ConvMask_ship","ConvMask","RL","ship","x",0,"",NA
"19263","L59","RL_word_ConvMask_shy","ConvMask","RL","shy","shy",1,"",NA
"19264","L59","RL_word_ConvMask_sigh","ConvMask","RL","sigh","sigh",1,"",NA
"19265","L59","RL_word_ConvMask_sip","ConvMask","RL","sip","sit",0,"",NA
"19266","L59","RL_word_ConvMask_tan","ConvMask","RL","tan","tan",1,"",NA
"19267","L59","RL_word_ConvMask_teen","ConvMask","RL","teen","teen",1,"",NA
"19268","L59","RL_word_ConvMask_ten","ConvMask","RL","ten","ten",1,"",NA
"19269","L59","RL_word_ConvMask_tip","ConvMask","RL","tip","x",0,"",NA
"19270","L59","RL_word_ConvMask_tot","ConvMask","RL","tot","x",0,"",NA
"19271","L59","RL_word_ConvMask_vat","ConvMask","RL","vat","that",0,"",NA
"19272","L59","RL_word_ConvNoMask_back","ConvNoMask","RL","back","back",1,"",NA
"19273","L59","RL_word_ConvNoMask_bag","ConvNoMask","RL","bag","bag",1,"",NA
"19274","L59","RL_word_ConvNoMask_bat","ConvNoMask","RL","bat","x",0,"",NA
"19275","L59","RL_word_ConvNoMask_beat","ConvNoMask","RL","beat","beat",1,"",NA
"19276","L59","RL_word_ConvNoMask_book","ConvNoMask","RL","book","book",1,"",NA
"19277","L59","RL_word_ConvNoMask_boot","ConvNoMask","RL","boot","x",0,"",NA
"19278","L59","RL_word_ConvNoMask_cab","ConvNoMask","RL","cab","cab",1,"",NA
"19279","L59","RL_word_ConvNoMask_can","ConvNoMask","RL","can","can",1,"",NA
"19280","L59","RL_word_ConvNoMask_cap","ConvNoMask","RL","cap","cab",0,"",NA
"19281","L59","RL_word_ConvNoMask_chai","ConvNoMask","RL","chai","chai",1,"",NA
"19282","L59","RL_word_ConvNoMask_cheap","ConvNoMask","RL","cheap","cheap",1,"",NA
"19283","L59","RL_word_ConvNoMask_chip","ConvNoMask","RL","chip","chip",1,"",NA
"19284","L59","RL_word_ConvNoMask_dot","ConvNoMask","RL","dot","die",0,"",NA
"19285","L59","RL_word_ConvNoMask_eat","ConvNoMask","RL","eat","eat",1,"",NA
"19286","L59","RL_word_ConvNoMask_fat","ConvNoMask","RL","fat","that",0,"",NA
"19287","L59","RL_word_ConvNoMask_feet","ConvNoMask","RL","feet","x",0,"",NA
"19288","L59","RL_word_ConvNoMask_fit","ConvNoMask","RL","fit","bit",0,"",NA
"19289","L59","RL_word_ConvNoMask_gap","ConvNoMask","RL","gap","gag",0,"",NA
"19290","L59","RL_word_ConvNoMask_heat","ConvNoMask","RL","heat","heat",1,"",NA
"19291","L59","RL_word_ConvNoMask_hit","ConvNoMask","RL","hit","hit",1,"",NA
"19292","L59","RL_word_ConvNoMask_hot","ConvNoMask","RL","hot","x",0,"",NA
"19293","L59","RL_word_ConvNoMask_it","ConvNoMask","RL","it","it",1,"",NA
"19294","L59","RL_word_ConvNoMask_keen","ConvNoMask","RL","keen","key",0,"",NA
"19295","L59","RL_word_ConvNoMask_knot","ConvNoMask","RL","knot","not",1,"",NA
"19296","L59","RL_word_ConvNoMask_mad","ConvNoMask","RL","mad","bag",0,"",NA
"19297","L59","RL_word_ConvNoMask_neat","ConvNoMask","RL","neat","eat",0,"",NA
"19298","L59","RL_word_ConvNoMask_pad","ConvNoMask","RL","pad","cat",0,"",NA
"19299","L59","RL_word_ConvNoMask_pat","ConvNoMask","RL","pat","pat",1,"",NA
"19300","L59","RL_word_ConvNoMask_sheep","ConvNoMask","RL","sheep","cheap",0,"",NA
"19301","L59","RL_word_ConvNoMask_ship","ConvNoMask","RL","ship","ship",1,"",NA
"19302","L59","RL_word_ConvNoMask_shy","ConvNoMask","RL","shy","shy",1,"",NA
"19303","L59","RL_word_ConvNoMask_sigh","ConvNoMask","RL","sigh","sigh",1,"",NA
"19304","L59","RL_word_ConvNoMask_sip","ConvNoMask","RL","sip","sip",1,"",NA
"19305","L59","RL_word_ConvNoMask_tan","ConvNoMask","RL","tan","tan",1,"",NA
"19306","L59","RL_word_ConvNoMask_teen","ConvNoMask","RL","teen","x",0,"",NA
"19307","L59","RL_word_ConvNoMask_ten","ConvNoMask","RL","ten","ten",1,"",NA
"19308","L59","RL_word_ConvNoMask_tip","ConvNoMask","RL","tip","tip",1,"",NA
"19309","L59","RL_word_ConvNoMask_tot","ConvNoMask","RL","tot","taught",1,"",NA
"19310","L59","RL_word_ConvNoMask_vat","ConvNoMask","RL","vat","that",0,"",NA
"19311","L6","AA_word_ClearMask_back","ClearMask","AA","back","back",1,"",NA
"19312","L6","AA_word_ClearMask_bag","ClearMask","AA","bag","bag",1,"",NA
"19313","L6","AA_word_ClearMask_bat","ClearMask","AA","bat","bat",1,"",NA
"19314","L6","AA_word_ClearMask_beat","ClearMask","AA","beat","beat",1,"",NA
"19315","L6","AA_word_ClearMask_book","ClearMask","AA","book","book",1,"",NA
"19316","L6","AA_word_ClearMask_boot","ClearMask","AA","boot","boot",1,"",NA
"19317","L6","AA_word_ClearMask_cab","ClearMask","AA","cab","cab",1,"",NA
"19318","L6","AA_word_ClearMask_can","ClearMask","AA","can","can",1,"",NA
"19319","L6","AA_word_ClearMask_cap","ClearMask","AA","cap","cap",1,"",NA
"19320","L6","AA_word_ClearMask_chai","ClearMask","AA","chai","ship",0,"",NA
"19321","L6","AA_word_ClearMask_cheap","ClearMask","AA","cheap","sheep",0,"",NA
"19322","L6","AA_word_ClearMask_chip","ClearMask","AA","chip","chip",1,"",NA
"19323","L6","AA_word_ClearMask_dot","ClearMask","AA","dot","dot",1,"dot",1
"19324","L6","AA_word_ClearMask_eat","ClearMask","AA","eat","eat",1,"",NA
"19325","L6","AA_word_ClearMask_fat","ClearMask","AA","fat","fat",1,"",NA
"19326","L6","AA_word_ClearMask_feet","ClearMask","AA","feet","feet",1,"",NA
"19327","L6","AA_word_ClearMask_fit","ClearMask","AA","fit","bit",0,"",NA
"19328","L6","AA_word_ClearMask_gap","ClearMask","AA","gap","gap",1,"",NA
"19329","L6","AA_word_ClearMask_heat","ClearMask","AA","heat","heat",1,"",NA
"19330","L6","AA_word_ClearMask_hit","ClearMask","AA","hit","hit",1,"",NA
"19331","L6","AA_word_ClearMask_hot","ClearMask","AA","hot","pot",0,"",NA
"19332","L6","AA_word_ClearMask_it","ClearMask","AA","it","fit",0,"",NA
"19333","L6","AA_word_ClearMask_keen","ClearMask","AA","keen","keen",1,"",NA
"19334","L6","AA_word_ClearMask_knot","ClearMask","AA","knot","not",1,"",NA
"19335","L6","AA_word_ClearMask_mad","ClearMask","AA","mad","mad",1,"",NA
"19336","L6","AA_word_ClearMask_neat","ClearMask","AA","neat","meat",0,"",NA
"19337","L6","AA_word_ClearMask_pad","ClearMask","AA","pad","had",0,"",NA
"19338","L6","AA_word_ClearMask_pat","ClearMask","AA","pat","pat",1,"",NA
"19339","L6","AA_word_ClearMask_sheep","ClearMask","AA","sheep","sheep",1,"",NA
"19340","L6","AA_word_ClearMask_ship","ClearMask","AA","ship","ship",1,"",NA
"19341","L6","AA_word_ClearMask_shy","ClearMask","AA","shy","shy",1,"",NA
"19342","L6","AA_word_ClearMask_sigh","ClearMask","AA","sigh","sigh",1,"",NA
"19343","L6","AA_word_ClearMask_sip","ClearMask","AA","sip","sip",1,"",NA
"19344","L6","AA_word_ClearMask_tan","ClearMask","AA","tan","tan",1,"",NA
"19345","L6","AA_word_ClearMask_teen","ClearMask","AA","teen","team",0,"",NA
"19346","L6","AA_word_ClearMask_ten","ClearMask","AA","ten","ten",1,"",NA
"19347","L6","AA_word_ClearMask_tip","ClearMask","AA","tip","tip",1,"",NA
"19348","L6","AA_word_ClearMask_tot","ClearMask","AA","tot","taught",1,"",NA
"19349","L6","AA_word_ClearMask_vat","ClearMask","AA","vat","that",0,"",NA
"19350","L6","AA_word_ConvMask_back","ConvMask","AA","back","back",1,"",NA
"19351","L6","AA_word_ConvMask_bag","ConvMask","AA","bag","fad",0,"",NA
"19352","L6","AA_word_ConvMask_bat","ConvMask","AA","bat","fat",0,"",NA
"19353","L6","AA_word_ConvMask_beat","ConvMask","AA","beat","beat",1,"",NA
"19354","L6","AA_word_ConvMask_book","ConvMask","AA","book","book",1,"",NA
"19355","L6","AA_word_ConvMask_boot","ConvMask","AA","boot","boot",1,"",NA
"19356","L6","AA_word_ConvMask_cab","ConvMask","AA","cab","cab",1,"",NA
"19357","L6","AA_word_ConvMask_can","ConvMask","AA","can","hand",0,"",NA
"19358","L6","AA_word_ConvMask_cap","ConvMask","AA","cap","cap",1,"",NA
"19359","L6","AA_word_ConvMask_chai","ConvMask","AA","chai","shy",0,"",NA
"19360","L6","AA_word_ConvMask_cheap","ConvMask","AA","cheap","sheep",0,"",NA
"19361","L6","AA_word_ConvMask_chip","ConvMask","AA","chip","ship",0,"",NA
"19362","L6","AA_word_ConvMask_dot","ConvMask","AA","dot","dot",1,"",NA
"19363","L6","AA_word_ConvMask_eat","ConvMask","AA","eat","deep",0,"",NA
"19364","L6","AA_word_ConvMask_fat","ConvMask","AA","fat","fat",1,"",NA
"19365","L6","AA_word_ConvMask_feet","ConvMask","AA","feet","heat",0,"",NA
"19366","L6","AA_word_ConvMask_fit","ConvMask","AA","fit","bit",0,"",NA
"19367","L6","AA_word_ConvMask_gap","ConvMask","AA","gap","gap",1,"",NA
"19368","L6","AA_word_ConvMask_heat","ConvMask","AA","heat","heat",1,"",NA
"19369","L6","AA_word_ConvMask_hit","ConvMask","AA","hit","hit",1,"",NA
"19370","L6","AA_word_ConvMask_hot","ConvMask","AA","hot","pot",0,"",NA
"19371","L6","AA_word_ConvMask_it","ConvMask","AA","it","it",1,"",NA
"19372","L6","AA_word_ConvMask_keen","ConvMask","AA","keen","keen",1,"",NA
"19373","L6","AA_word_ConvMask_knot","ConvMask","AA","knot","not",1,"",NA
"19374","L6","AA_word_ConvMask_mad","ConvMask","AA","mad","mad",1,"",NA
"19375","L6","AA_word_ConvMask_neat","ConvMask","AA","neat","neat",1,"",NA
"19376","L6","AA_word_ConvMask_pad","ConvMask","AA","pad","had",0,"",NA
"19377","L6","AA_word_ConvMask_pat","ConvMask","AA","pat","pat",1,"",NA
"19378","L6","AA_word_ConvMask_sheep","ConvMask","AA","sheep","sheep",1,"",NA
"19379","L6","AA_word_ConvMask_ship","ConvMask","AA","ship","ship",1,"",NA
"19380","L6","AA_word_ConvMask_shy","ConvMask","AA","shy","shy",1,"",NA
"19381","L6","AA_word_ConvMask_sigh","ConvMask","AA","sigh","sigh",1,"",NA
"19382","L6","AA_word_ConvMask_sip","ConvMask","AA","sip","sip",1,"",NA
"19383","L6","AA_word_ConvMask_tan","ConvMask","AA","tan","tan",1,"",NA
"19384","L6","AA_word_ConvMask_teen","ConvMask","AA","teen","team",0,"",NA
"19385","L6","AA_word_ConvMask_ten","ConvMask","AA","ten","tongue",0,"",NA
"19386","L6","AA_word_ConvMask_tip","ConvMask","AA","tip","tip",1,"",NA
"19387","L6","AA_word_ConvMask_tot","ConvMask","AA","tot","taught",1,"",NA
"19388","L6","AA_word_ConvMask_vat","ConvMask","AA","vat","that",0,"",NA
"19389","L6","AA_word_ConvNoMask_back","ConvNoMask","AA","back","back",1,"",NA
"19390","L6","AA_word_ConvNoMask_bag","ConvNoMask","AA","bag","bag",1,"",NA
"19391","L6","AA_word_ConvNoMask_bat","ConvNoMask","AA","bat","fat",0,"",NA
"19392","L6","AA_word_ConvNoMask_beat","ConvNoMask","AA","beat","beat",1,"",NA
"19393","L6","AA_word_ConvNoMask_book","ConvNoMask","AA","book","book",1,"",NA
"19394","L6","AA_word_ConvNoMask_boot","ConvNoMask","AA","boot","boot",1,"",NA
"19395","L6","AA_word_ConvNoMask_cab","ConvNoMask","AA","cab","cab",1,"",NA
"19396","L6","AA_word_ConvNoMask_can","ConvNoMask","AA","can","can",1,"",NA
"19397","L6","AA_word_ConvNoMask_cap","ConvNoMask","AA","cap","cap",1,"",NA
"19398","L6","AA_word_ConvNoMask_chai","ConvNoMask","AA","chai","shy",0,"",NA
"19399","L6","AA_word_ConvNoMask_cheap","ConvNoMask","AA","cheap","sheep",0,"",NA
"19400","L6","AA_word_ConvNoMask_chip","ConvNoMask","AA","chip","chip",1,"",NA
"19401","L6","AA_word_ConvNoMask_dot","ConvNoMask","AA","dot","dot",1,"",NA
"19402","L6","AA_word_ConvNoMask_eat","ConvNoMask","AA","eat","eat",1,"",NA
"19403","L6","AA_word_ConvNoMask_fat","ConvNoMask","AA","fat","fat",1,"",NA
"19404","L6","AA_word_ConvNoMask_feet","ConvNoMask","AA","feet","feet",1,"",NA
"19405","L6","AA_word_ConvNoMask_fit","ConvNoMask","AA","fit","fit",1,"",NA
"19406","L6","AA_word_ConvNoMask_gap","ConvNoMask","AA","gap","gap",1,"",NA
"19407","L6","AA_word_ConvNoMask_heat","ConvNoMask","AA","heat","heat",1,"",NA
"19408","L6","AA_word_ConvNoMask_hit","ConvNoMask","AA","hit","it",0,"",NA
"19409","L6","AA_word_ConvNoMask_hot","ConvNoMask","AA","hot","hot",1,"",NA
"19410","L6","AA_word_ConvNoMask_keen","ConvNoMask","AA","keen","keen",1,"",NA
"19411","L6","AA_word_ConvNoMask_keen","ConvNoMask","AA","keen","keen",1,"",NA
"19412","L6","AA_word_ConvNoMask_keen","ConvNoMask","AA","keen","keen",1,"",NA
"19413","L6","AA_word_ConvNoMask_keen","ConvNoMask","AA","keen","keen",1,"",NA
"19414","L6","AA_word_ConvNoMask_knot","ConvNoMask","AA","knot","not",1,"",NA
"19415","L6","AA_word_ConvNoMask_mad","ConvNoMask","AA","mad","mad",1,"",NA
"19416","L6","AA_word_ConvNoMask_neat","ConvNoMask","AA","neat","meet",0,"",NA
"19417","L6","AA_word_ConvNoMask_pad","ConvNoMask","AA","pad","had",0,"",NA
"19418","L6","AA_word_ConvNoMask_pat","ConvNoMask","AA","pat","pat",1,"",NA
"19419","L6","AA_word_ConvNoMask_sheep","ConvNoMask","AA","sheep","sheep",1,"",NA
"19420","L6","AA_word_ConvNoMask_ship","ConvNoMask","AA","ship","ship",1,"",NA
"19421","L6","AA_word_ConvNoMask_shy","ConvNoMask","AA","shy","shy",1,"",NA
"19422","L6","AA_word_ConvNoMask_sigh","ConvNoMask","AA","sigh","sigh",1,"",NA
"19423","L6","AA_word_ConvNoMask_sip","ConvNoMask","AA","sip","sip",1,"",NA
"19424","L6","AA_word_ConvNoMask_tan","ConvNoMask","AA","tan","tan",1,"",NA
